Number,Title,Price,Item ID,Global ID,Category,Payment Method,Country,Selling State,Start Time,End Time
145,VINTAGE BALL PERFECT MASON BLUE CANNING JARS - 1 HALF GALLON - 1 QUART - 1 PINT,14.95,382290422289,EBAY-US,Jars,PayPal,"Mechanicsburg,PA,USA",Active,2017-11-21,2017-11-28
146,Ball The Mason Light Blue Half Gallon Canning Fruit Jar RB #266-5,55.0,222720633865,EBAY-US,Jars,PayPal,"McSherrystown,PA,USA",Active,2017-11-15,2017-12-15
147,Vintage Ball Ideal HALF 1/2 PINT REVERSE Pat'd 1908 Fruit Mason Jar Drop A NICE!,32.95,222514650237,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-05-17,2017-12-13
148,Vintage Blue Green Ball Triple L Mason Slope Shoulder Jar Half-Gallon w/Zinc Lid,24.99,162744044574,EBAY-US,Jars,PayPal,"Oostburg,WI,USA",Active,2017-11-08,2017-12-08
149,One (1) Vintage Blue Ball Perfect Mason QUART Jar w/ Zinc Lid - Weddings! Crafts,50.0,322395145063,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-01-18,2017-12-14
150,Vintage Blue Ball Triple L Mason Slope Shoulder Jar Half-Gallon w/Zinc Lid,22.49,152779814832,EBAY-US,Jars,PayPal,"Oostburg,WI,USA",Active,2017-11-08,2017-12-08
151,VTG  BALL Perfect Mason Ribbed Clear Half Gallon Jar W/ Ball Zinc Lid,25.0,172987255224,EBAY-US,Jars,PayPal,"Hebron,IN,USA",Active,2017-11-18,2017-11-28
152,Vintage BALL SPECIAL Pint Mason Jar Wide Mouth USA 6 Ribs Square BIG B ZINC LID,24.95,222579331936,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-07-12,2017-12-09
153,"ICE BLUE Schram Automatic Sealer Quart Fruit Mason Jar 2 1/2"" Mouth Canadian WOW",24.95,322409837940,EBAY-US,Jars,PayPal,"Stewartville,MN,USA",Active,2017-02-01,2017-11-28
154,Antique Quart Jar--THE BALL MASON--sea green--With Zinc Lid & Rubber,180.0,161835703235,EBAY-US,Jars,PayPal,"Aubrey,TX,USA",Active,2015-09-23,2017-12-11
155,Ball Wide Mouth Quart Jars Blue 4 Pack 32 Oz Collection Elite Mason Jars Blue,14.1,182457355012,EBAY-US,Jars,PayPal,USA,Active,2017-02-16,2017-12-13
156,"Antique BALL MASON JAR-""3 L"" dropped ""a""--Aqua with Amber Streak-Glass Quart",67.6,161835699988,EBAY-US,Jars,PayPal,"Aubrey,TX,USA",Active,2015-09-23,2017-12-11
157,6 Purple Vintage Style American Heritage BALL MASON JARS w/Lids,26.99,202115345298,EBAY-US,Jars,PayPal,"Jonesborough,TN,USA",Active,2017-11-15,2017-12-15
158,"Vintage Ball Perfect Mason, Blue Quart Fruit Jar, LUCKY #13 with Zinc Lid",24.99,152792082268,EBAY-US,Jars,PayPal,USA,Active,2017-11-18,2017-12-18
159,GREEN BALL MASON JAR QUART- 6-Pack American Heritage 100TH ANNIVERSARY JARS,45.99,202115391568,EBAY-US,Jars,PayPal,"Jonesborough,TN,USA",Active,2017-11-15,2017-12-15
160,5 Vintage BALL Mason Quart Jars Sloped Shoulder w/ Zinc Lids Canning Farmhouse C,29.95,263279440032,EBAY-US,Jars,"['CashOnPickup', 'PayPal']","Wilkes-Barre,PA,USA",Active,2017-10-24,2017-11-23
161,Antique 1900 -1910 BALL 3L LOOP BLUE PINT Mason Canning Jar Mold #3 with bubbles,7.5,112646795778,EBAY-US,Jars,PayPal,"O'Fallon,MO,USA",Active,2017-11-18,2017-11-25
162,Antique Vintage Fruit canning Mason Jar -  Glass Inserts LARGE LOT,20.0,253257551615,EBAY-US,Jars,PayPal,"McGill,NV,USA",Active,2017-11-13,2017-11-23
163,MASON PATENT NOV 30th 1858 BLUE HERO CROSS GLASS CANNING JAR,14.99,263337901211,EBAY-US,Jars,PayPal,"Three Lakes,WI,USA",Active,2017-11-22,2017-11-29
164,Lot of 6 Antique Low Grade Wax Sealer Mason Jars,14.99,263337381605,EBAY-US,Jars,PayPal,"Delaware,OH,USA",Active,2017-11-21,2017-11-28
165,AMBER 1858 Mason's Fruit Jar w/ vintage zinc lid   Quart       SCARCE,250.0,401433044023,EBAY-US,Jars,"['CashOnPickup', 'PayPal']","Owosso,MI,USA",Active,2017-10-30,2017-11-29
166,Vintage 1 Quart Blue Ball Ideal Mason Glass Canning Jar w Wire Bail & Glass Lid,20.0,302507961897,EBAY-US,Jars,PayPal,"Birch Tree,MO,USA",Active,2017-10-31,2017-11-30
167,Vintage Blue Ball Perfect Mason Jars 2Qt~1Qt~1Pt Ribbed With Ball Zinc Lids,26.95,332449429899,EBAY-US,Jars,PayPal,"Marion,IL,USA",Active,2017-11-14,2017-12-14
168,Vintage Blue Ball Perfect Mason Jars 2Qt~1Qt~1Pt Numbered With Ball Zinc Lids,25.95,232561733478,EBAY-US,Jars,PayPal,"Marion,IL,USA",Active,2017-11-14,2017-12-14
169,RARE 42 oz. AQUA BLUE BALL PERFECT MASON JAR SCARE HARD TO FIND WITH LID,25.0,112559432934,EBAY-US,Jars,PayPal,"Mount Victory,OH,USA",Active,2017-09-11,2017-12-10
170,Old Vintage 1 Qt. Blue Safe Seal Mason Glass Canning Jar w Wire Bail & Glass Lid,20.0,292315073146,EBAY-US,Jars,PayPal,"Birch Tree,MO,USA",Active,2017-11-02,2017-12-02
171,Old Vintage 1 Qt Blue Ball Ideal Mason Glass Canning Jar w Wire Bail & Glass Lid,20.0,292331093484,EBAY-US,Jars,PayPal,"Birch Tree,MO,USA",Active,2017-11-14,2017-12-14
172,OLD VINTAGE RARE SQUARE BLUE BALL PERFECT MASON PINT JAR AQUA ZINC LID,20.0,112642069720,EBAY-US,Jars,PayPal,"Mount Victory,OH,USA",Active,2017-11-15,2017-12-15
173,Lot of 5 Vintage Blue Ball Perfect Mason Quart Canning Jars With Ball Zinc Lids,28.99,332426607498,EBAY-US,Jars,PayPal,"Elkhart,IN,USA",Active,2017-10-26,2017-11-25
174,"Scarce 1 Gallon Ball Mason Jar 125th Anniversary Edition 11"" Tall Storage",39.99,222715375237,EBAY-US,Canisters & Jars,PayPal,"Fairfax,IA,USA",Active,2017-11-11,2017-12-11
175,Lucky #13 Aqua Blue Quart Ball Perfect Mason Jar w/ #13 Zinc Lid ©1923,33.13,302500063899,EBAY-US,Jars,PayPal,"Neenah,WI,USA",Active,2017-10-24,2017-11-23
176,5 VINTAGE 1910 BALL MASON ANTIQUE BLUE WAVY GLASS QUART CANNING JARS 3L LOOPS,44.95,282719800829,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-03,2017-12-03
177,Ball Mason Jar Jelly Jars 8 oz. Quilted Crystal Style Wide Mouth-Lot of 4,9.85,112653117062,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-11-22,2017-12-22
178,"Antique Vintage Mason Citron Half Gallon HG Fruit Jar Arched Letters 3/4"" Tall",299.99,352102271255,EBAY-US,Jars,"['PayPal', 'VisaMC']","Boyne City,MI,USA",Active,2017-06-30,2017-11-27
179,ODD OLD ANTIQUE GLASS MASON JAR FITTED STEEL PUMP CAP,80.0,382284008625,EBAY-US,Jars,PayPal,"Greenleaf,KS,USA",Active,2017-11-14,2017-12-14
180,Vintage Eureka NOF PATd DEC 27th 1864 Mason Fruit Jar Aqua Half Gallon HG,199.99,132240530597,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-06-26,2017-11-23
181,Mason's Patent Nov 30th 1858 Vintage Aqua Quart Size Mason Jar,100.0,252376331930,EBAY-US,Jars,PayPal,"Middleton,ID,USA",Active,2016-05-02,2017-11-23
182,VINTAGE BALL PERFECT MASON SQUARE PINT ZINC PORCELAIN LID,5.0,232570916455,EBAY-US,Jars,PayPal,"Erie,PA,USA",Active,2017-11-22,2017-11-29
183,Vintage Masons Patent Nov 30th 1858 Unlettered Cross HG Yellow Amber Fruit Jar,499.99,132242096964,EBAY-US,Jars,"['PayPal', 'VisaMC']","Boyne City,MI,USA",Active,2017-06-28,2017-11-25
184,Vintage Dropped A Ball Perfect Mason Green Quart Qt Mason Fruit Jar #5 on Base,174.99,132254555578,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-08,2017-12-05
185,Lot of 6 Pack 16 oz Pint Mason Jars Ball American Heritage Collection Blue,48.0,272914004418,EBAY-US,Jars,PayPal,"Portland,OR,USA",Active,2017-11-03,2017-12-03
186,Antique Vintage Mason Sheperds Crook Quart Qt Fruit Jar Light Green,199.99,132244356407,EBAY-US,Jars,"['PayPal', 'VisaMC']","Boyne City,MI,USA",Active,2017-06-29,2017-11-26
187,Atlas Mason's Patent Nov 30th 1858 Quart PAT NOV 26 67 #481 Aqua Jar w/Zinc Lid,24.99,112540249254,EBAY-US,Jars,PayPal,"Greensburg,PA,USA",Active,2017-08-25,2017-12-23
188,Vintage Masons Patent Nov 30th 1858 Early Repro Midget Pint PT Fruit Jar Green,99.99,132234999247,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-06-21,2017-12-18
189,Atlas Strong Shoulder 2 qt Mason jar,14.99,253265822130,EBAY-US,Jars,PayPal,"Ashville,OH,USA",Active,2017-11-18,2017-11-25
190,Knox 1/2 pint mason jar,9.6,263328971728,EBAY-US,Jars,PayPal,"Moss Point,MS,USA",Active,2017-11-17,2017-11-24
191,3 VINTAGE 1 QUART BLUE GLASS MASON JARS / ATLAS STRONG SHOULDER / #1 / ZINC LIDS,9.95,142592771296,EBAY-US,Jars,PayPal,"Colorado Springs,CO,USA",Active,2017-11-22,2017-11-27
192,Ball Mason 1895-1910 Vintage Aqua Quart Size Mason Jar,75.0,252376513575,EBAY-US,Jars,PayPal,"Middleton,ID,USA",Active,2016-05-03,2017-11-24
193,Antique 1858 mason jar made into a lamp  (L2),29.99,372126807307,EBAY-US,Jars,PayPal,"Lowell,MA,USA",Active,2017-11-04,2017-12-04
194,Vtg Ball Dropped A Mason Smooth Lip B Looks Like R Yellow Green Mason Fruit Jar,224.99,201974510441,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-03,2017-11-30
195,Vtg Mason's Patent Nov 30th 1858 Reverse Cross Midget Pt Ball Blue Jar RB# 1941,99.99,352094619213,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-06-21,2017-12-18
196,Atlas Mason's Patent Nov 30th 1858 1/2 Gallon Aqua Blue Jar w/Zinc Lid Boyd's,24.99,112540249256,EBAY-US,Jars,PayPal,"Greensburg,PA,USA",Active,2017-08-25,2017-12-23
197,3 OLD VINTAGE BLUE GLASS BALL PERFECT MASON RIBBED QUART CANNING JARS ZINC LID 7,23.95,401435564630,EBAY-US,Jars,PayPal,"Wabash,IN,USA",Active,2017-11-03,2017-12-03
198,Vintage Beaver Facing Right Chewing Log Clear Canadian Quart Qt Mason Fruit Jar,74.99,201974823795,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-03,2017-11-30
199,3 VINTAGE 1910 BALL MASON ANTIQUE BLUE GLASS QUART CANNING JARS 3L LOOP ZINC LID,27.95,282719800838,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-03,2017-12-03
200,Antique Vintage Ball Blue & Green Mason Fruit Jars Lot Dropped A 3L Qty of 6,54.99,352137634336,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-10,2017-12-08
201,3 VINTAGE 1910 BALL MASON ANTIQUE BLUE GLASS QUART CANNING JARS 3L LOOP ZINC LID,27.95,282719800838,EBAY-US,Jars,PayPal,"North Manchester,IN,USA",Active,2017-11-03,2017-12-03
202,Antique Vintage Ball Blue & Green Mason Fruit Jars Lot Dropped A 3L Qty of 6,54.99,352137634336,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-10,2017-12-08
203,BALL PERFECT MASON DARK OLIVE AMBER FRUIT JAR HALF GALLON RARE COLOR,522.5,282714481041,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-10-30,2017-11-29
204,Ball Mason Jar Jelly Jars 12 oz. Quilted Crystal Style Wide Mouth-Lot of 4,9.85,112653113547,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-11-22,2017-12-22
205,Ball Mason Jar 64 Oz Wide Mouth With Slotted Lid 1/2 Gallon Glass Vintage 1 Set,21.24,302339862454,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-04,2017-12-01
206,Antique Vtg Ball Mason Fruit Jars Lot Dropped A 3L Ball Blue & Green Qty of 6,54.99,352137001608,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-09,2017-12-07
207,Antique Ball Ideal Mason Jar Dated 1908 with Glass Lid & Wire Closure Quart Size,22.0,142590893816,EBAY-US,Jars,PayPal,"Reading,PA,USA",Active,2017-11-20,2017-12-20
208,LOT OF 3 ATLAS STRONG SHOULDER MASON OLIVE GREEN BLUE PINT FRUIT JAR,284.99,272942790025,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-18,2017-12-18
209,Sunny Jim Apricot Food Fruit Jar Seattle Washington Not Ball Mason Rare,20.0,152765253447,EBAY-US,Jars,PayPal,"Idaho Falls,ID,USA",Active,2017-10-30,2017-11-29
210,20 pc Clear Glass Ball Mason Mason Atlas Drey Square Round Quart Fruit Jars,120.0,352142775824,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
211,Lot Of 11 Vintage BALL Zinc Mason Regular Mouth Canning Jar Lids,4.0,253274014889,EBAY-US,Jars,PayPal,"Peru,IN,USA",Active,2017-11-23,2017-12-03
212,Antique Vtg Masons Cross Patent Nov 30th 1858 Midget Pt Nov 26 67 Fruit Jar,49.99,201969623422,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-06-29,2017-11-26
213,Ball Mason Jar Decorative Canister 1 Gallon Clear Glass NEW,22.95,192366482070,EBAY-US,Jars,PayPal,"Spanaway,WA,USA",Active,2017-11-16,2017-11-23
214,3 Vintage Blue Ball Perfect Mason Jars Zinc Porcelain Lid 1 Quart 1 Pint 1/2 Gal,75.0,132398347301,EBAY-US,Jars,PayPal,"Saint Peters,MO,USA",Active,2017-11-14,2017-12-14
215,Blue mason ball jar AMBER SWIRLS WOW!!!  canning,150.0,192363671399,EBAY-US,Jars,PayPal,"Omaha,NE,USA",Active,2017-11-13,2017-12-13
216,Vtg MASON'S PATENT NOV. 30. (no TH) 1858 BLUE QUART Canning Jar & Lid ~ 1 Dot,45.0,253243608845,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-05,2017-12-05
217,"BALL Wide Mouth Mason Jar Caps w/ Dome Lids Vacu-Seal , 36",21.98,232554641223,EBAY-US,Jars,PayPal,"Fort Wayne,IN,USA",Active,2017-11-08,2017-12-08
218,Ball Mason Jar Lids Wide Mouth 6 Dozen Or 72 Total Perfect Vintage Canning Fruit,32.2,302342542232,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-07,2017-12-04
219,Antique Vtg Mason's Cross Improved Aqua Pint Fruit Jar Reversed Ns HFJCo Insert,39.99,352106555914,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-05,2017-12-02
220,GREEN WITH AMBER SWIRLS BALL PERFECT MASON FRUIT JAR 1/2 GALLON NICE COLOR,189.99,272933072590,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-14,2017-12-14
221,VINTAGE BALL PERFECT MASON SQUARE PINT ZINC PORCELAIN LID,5.0,232570916455,EBAY-US,Jars,PayPal,"Erie,PA,USA",Active,2017-11-22,2017-11-29
222,Ball Mason Jar Jelly Jars 12 oz. Quilted Crystal Style Wide Mouth-Lot of 2,6.85,112513292763,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-08-07,2017-12-05
223,Teal 1/2 Gallon Ball Mason Jar - Dropped A & Triple L - w Zinc Lid 1900-1910,39.99,152743213643,EBAY-US,Jars,PayPal,"Iowa City,IA,USA",Active,2017-10-15,2017-12-14
224,Lot Of 3 Blue Mason Jars #13 Ball Perfect Ideal Zinc Lids Wire Half Gallon Quart,202.49,182904269255,EBAY-US,Jars,PayPal,"Fulton,IL,USA",Active,2017-11-16,2017-12-16
225,Vintage PORCELAIN LINED Half Gallon HG Mason Fruit Jar Aqua Red Book 2374,34.99,352094619215,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-06-21,2017-12-18
226,Vintage Ball Perfect Mason Pint Ribbed Clear Glass Canning Jars Lot Qty of 6,34.99,132290159754,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-09,2017-12-07
227,2 Vintage Ball Perfect Mason 1/2 Gallon Blue jars with Zinc Lids.,29.5,122780026216,EBAY-US,Jars,PayPal,"Salisbury,PA,USA",Active,2017-10-29,2017-11-28
228,GREEN QUART BALL PERFECT  MASON FRUIT JAR #3,161.49,282735410114,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-15,2017-12-15
229,Ball Mason Jars Clear Glass 8oz Half Pint Canning Preserve Jams 2 Set With Lids,22.24,302338712563,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-03,2017-11-30
230,Ball Mason Jars Regular Mouth 16 Oz Clear 1 Pint 12 Set w/Lids Wedding Canning,21.72,302340124021,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-04,2017-12-01
231,Ball Mason Jar Lids Regular Mouth Size 8Dozen Or 96 Total Canning Fruit Seal New,29.99,302342464218,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-07,2017-12-04
232,24 Assorted Clear Glass  Ball Mason Quart Fruit Jars Storage Jars no lids,60.0,372046920337,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
233,Square 12 pcs Clear Ball Perfect Mason Older Quart Fruit Jars no lids,60.0,372047034360,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
234,6 Vintage Blue Ball Perfect Mason Jars 3 Quarts 3 Pints,29.99,142551990803,EBAY-US,Jars,PayPal,"Cleveland,OH,USA",Active,2017-10-26,2017-11-25
235,No Lids 24 pc Assorted Clear Glass Ball Mason Quart Fruit Jars Storage Jars,60.0,352142690185,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
236,no lids 12 pcs Clear Ball Perfect Mason Round Quart Fruit Jars no lids,60.0,372047034338,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
237,Vintage MASON'S CFJCo PATENT NOV 30TH 1858 PINT Canning Jar & Boyd's Lid ~ #1286,35.0,253257760517,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-13,2017-12-13
238,GREEN QUART BALL PERFECT  MASON FRUIT JAR,189.99,272909681624,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-10-31,2017-11-30
239,"Blue Ball Perfect Mason with 'Dropped A"" # 13 Round Quart Jar with Ball Lid",24.95,162740603926,EBAY-US,Jars,PayPal,"Independence,MO,USA",Active,2017-11-06,2017-12-06
240,Ball Perfect Mason Half Gallon Fruit Jar Underscore Vtg Blue Glass Zinc Lid #6,20.4,172963464571,EBAY-US,Jars,PayPal,"Buffalo,NY,USA",Active,2017-11-04,2017-12-04
241,Vintage #13 Blue Ball Perfect Mason Quarter Jar With Lined Lid,23.0,182855849847,EBAY-US,Jars,PayPal,"Troy,MO,USA",Active,2017-10-25,2017-11-24
242,"Vtg 1915~1923 BALL PERFECT MASON 42 Oz BLUE Canning Jar ""Moonshine Jar"" Base #8",29.0,263303371640,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-06,2017-12-06
243,Antique Vintage Columbia Aqua Quart Ground Lip Mason Fruit Jar,34.99,132248590265,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-03,2017-11-30
244,Ball Mason Jars 16 Oz Clear Vintage 12 Set Regular Mouth With Lids Fruit Perfect,21.79,302341765584,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-06,2017-12-03
245,Vintage Ball Perfect Mason Square Pint Clear Glass Canning Jars Lot Qty of 4,24.99,202006475312,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-08-02,2017-11-30
246,Vintage WHITE CROWN MASON PINT Canning Jar w/ WHITE CROWN CAP & GOLD SCREW BAND,45.0,253243608848,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-05,2017-12-05
247,GREEN BALL MASON QUART FRUIT JAR,237.49,282715774309,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-10-31,2017-11-30
248,Antique & Vintage Ball Mason Mom's Atlas Jumbo Peanut Butter & Bicenntenial Jars,60.0,112633313638,EBAY-US,Jars,PayPal,"Riverton,IL,USA",Active,2017-11-07,2017-12-07
249,Vintage Swayzee's Improved Mason Ball Blue Quart Mason Fruit Jar w/ Ball Lid,24.99,201974510442,EBAY-US,Jars,PayPal,"Boyne City,MI,USA",Active,2017-07-03,2017-11-30
250,Vintage MASON'S PATENT 1858. PINT Canning Jar w/ Ball Lid/Cap ~ Red Book #1766,32.0,253224859866,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-10-24,2017-11-23
251,MASON'S PATENT NOV 30th 1858 AMBER PINT Repro Canning Jar & Vintage Ball Cap/Lid,50.0,253247942672,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-08,2017-12-08
252,KERR SELF SEALING MASON SKY BLUE QUART FRUIT JAR,118.75,282727827480,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-09,2017-12-09
253,ANTIQUE VINTAGE BLUE  BALL MASON QUART JARS 1886-1910-LOT OF 4 W/ZINC LIDS,50.0,352198603535,EBAY-US,Jars,PayPal,"Andover,MN,USA",Active,2017-11-01,2017-12-01
254,VINTAGE BALL PERFECT MASON SQUARE QUART JAR-BLUE WITH LID- Circa: 1923-1933.,9.25,272945416870,EBAY-US,Jars,PayPal,"Lexington,SC,USA",Active,2017-11-20,2017-11-27
255,lot of 15 vintage antique blue ball perfect mason jars,49.95,312008318365,EBAY-US,Jars,PayPal,"Mount Prospect,IL,USA",Active,2017-11-22,2017-11-29
256,Antique Ball Ideal Quart Mason Jar-Blue #6 Patent D July 14 1908 Glass Lid,13.99,172993382074,EBAY-US,Jars,PayPal,"Knapp,WI,USA",Active,2017-11-22,2017-11-27
257,Ball Mason Blue Quart Jar With Rare High Number 25 On The Bottom,7.5,172990953089,EBAY-US,Jars,PayPal,"Mineral Wells,WV,USA",Active,2017-11-21,2017-11-28
258,VINTAGE # 13 BALL PERFECT MASON JAR - 1 QUART - AQUA BLUE ORIGINAL #13 ZINC LID,20.0,182912622454,EBAY-US,Jars,PayPal,"Shabbona,IL,USA",Active,2017-11-20,2017-11-27
259,Rare! 1970s 80s Vintage 28 oz Ball Mason Drinking Glass Jar Mug 24 16 USA made,10.99,292334793682,EBAY-US,Jars,PayPal,"Lynchburg,VA,USA",Active,2017-11-21,2017-11-28
260,Ball Mason Jars Quilted 12 Set Regular Mouth 8oz With Lids Bands Canning Wedding,22.49,302341689012,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-06,2017-12-03
261,Vtg 1900~1910 BALL 3~L LOOP MASON BLUE 1/2 HALF~GALLON Fruit Jar ~ 4 Dots Elwood,30.0,253234704460,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-10-31,2017-11-30
262,Vintage Ball Mason Jars w/ Zinc Lid (8),20.0,263323811317,EBAY-US,Jars,PayPal,"Cleveland,OH,USA",Active,2017-11-14,2017-12-14
263,4 piece set of Vintage Ball Perfect Mason canning jars. Canister Set or display,48.5,162693614006,EBAY-US,Jars,PayPal,"Evansdale,IA,USA",Active,2017-10-02,2017-12-01
264,12 Vintage Green Ball Mason  Quart canning Fruit Jars,30.0,263285619119,EBAY-US,Jars,PayPal,"Wauseon,OH,USA",Active,2017-10-29,2017-11-28
265,Vintage Ball 8 Perfect Mason Jar Blue Zinc Lid,31.99,152795659598,EBAY-US,Jars,PayPal,"San Diego,CA,USA",Active,2017-11-20,2017-11-27
266,Ball Perfect Mason Jar ~ Pint ~ #7 ~ with Zinc/Porcelain Cap ~ Vintage,24.99,382263435242,EBAY-US,Jars,PayPal,"Pittsburgh,PA,USA",Active,2017-10-29,2017-11-28
267,"ATLAS MASON's PATENT Half Gallon,PURPLE Fruit JAR,amethyst sca antique 1/2",34.0,142579702952,EBAY-US,Jars,PayPal,"Mohnton,PA,USA",Active,2017-11-14,2017-11-24
268,12  pcs  Assorted Used Clear Ball Mason Pint Fruit Jars,42.0,352142773223,EBAY-US,Jars,"['CashOnPickup', 'PayPal', 'VisaMC']","Eugene,MO,USA",Active,2017-08-16,2017-12-14
269,Ball Ideal Mason Fruit Jar Two Gallon Bicentennial Wire Side,66.49,282611023168,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-08-14,2017-12-12
270,Ball Mason Jars Wide Mouth 8 Oz Glass With Lids And Bands 4 Pc Set Canning Gift,22.3,302340512989,EBAY-US,Jars,PayPal,"Joliet,IL,USA",Active,2017-06-05,2017-12-02
271,Vintage 1910~1923 BALL MASON BLUE QUART Canning Jar w/ Ball Zinc Cap ~ Mold #12,20.0,253239784228,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-03,2017-12-03
272,NEW Ball Mason Jars Wide Mouth Elite Collection Set of 4 Blue Pint 16 oz Jars,25.38,322715150507,EBAY-US,Jars,PayPal,USA,Active,2017-09-05,2017-12-04
273,Ball Ideal Mason Fruit Jar One Gallon Bicentennial Wire Side,56.99,272805414633,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-08-14,2017-12-12
274,12 VINTAGE BALL PERFECT MASON QUART FRUIT JARS W/ OLD ZINC LIDS,54.95,272924596774,EBAY-US,Jars,PayPal,"Pemberville,OH,USA",Active,2017-11-10,2017-12-10
275,6 Ball Perfect Mason Blue Quart Jars  MFG 1910-1923,28.5,162690970118,EBAY-US,Jars,PayPal,"Evansdale,IA,USA",Active,2017-09-29,2017-11-28
276,10 VINTAGE BALL PERFECT MASON QT. AQUA BLUE JARS   Mfg 1910 - 1923,39.99,362121359372,EBAY-US,Jars,PayPal,"Evansdale,IA,USA",Active,2017-10-04,2017-12-03
277,Vintage Old Ball Mason Blue Quart Canning Jar Estate Find,23.0,253266448096,EBAY-US,Jars,PayPal,"Morganton,NC,USA",Active,2017-11-19,2017-11-29
278,10 VINTAGE BALL PERFECT MASON pint. AQUA BLUE JARS   Mfg 1923 - 1933,39.99,362153515505,EBAY-US,Jars,PayPal,"Evansdale,IA,USA",Active,2017-11-08,2017-12-08
279,Vintage MASON'S KEYSTONE 1858 BLUE QUART Canning Jar & Ball Cap/Lid ~ Ground Lip,28.0,253252835686,EBAY-US,Jars,PayPal,"Indianapolis,IN,USA",Active,2017-11-10,2017-12-10
280,GREEN QUART BALL PERFECT  MASON FRUIT JAR #5,170.99,272921189685,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-08,2017-12-08
281,Antique Red Key Masons Patent Nov 30th 1858 Sun Colored Amethyst Quart Fruit Jar,75.99,272930725405,EBAY-US,Jars,PayPal,"Waynesville,GA,USA",Active,2017-11-13,2017-12-13
